image_link,entity_name,entity_value,filename
https://m.media-amazon.com/images/I/51Tr1+W8YsL.jpg,depth,9.04 inch,images/train/51Tr1+W8YsL.jpg
https://m.media-amazon.com/images/I/51raOSHJ6QL.jpg,item_weight,340 gram,images/train/51raOSHJ6QL.jpg
https://m.media-amazon.com/images/I/71MOzPD5xYL.jpg,item_weight,50 gram,images/train/71MOzPD5xYL.jpg
https://m.media-amazon.com/images/I/617CpxmZj2L.jpg,width,5.7 centimetre,images/train/617CpxmZj2L.jpg
https://m.media-amazon.com/images/I/51+oj52YP7L.jpg,height,5.7 inch,images/train/51+oj52YP7L.jpg
https://m.media-amazon.com/images/I/71GgwD7lXjL.jpg,item_weight,21.0 gram,images/train/71GgwD7lXjL.jpg
https://m.media-amazon.com/images/I/51RDgKQF9NL.jpg,width,13.0 centimetre,images/train/51RDgKQF9NL.jpg
https://m.media-amazon.com/images/I/51XBj51noeL.jpg,item_weight,10.0 gram,images/train/51XBj51noeL.jpg
https://m.media-amazon.com/images/I/71fVFsHv2TL.jpg,item_weight,100 gram,images/train/71fVFsHv2TL.jpg
https://m.media-amazon.com/images/I/519uQZcG2HL.jpg,height,8.8 inch,images/train/519uQZcG2HL.jpg
https://m.media-amazon.com/images/I/510AaY3dcFL.jpg,width,1.65 inch,images/train/510AaY3dcFL.jpg
https://m.media-amazon.com/images/I/31nUX5AJIbL.jpg,wattage,9.0 watt,images/train/31nUX5AJIbL.jpg
https://m.media-amazon.com/images/I/51QjkFMwstL.jpg,width,18.0 millimetre,images/train/51QjkFMwstL.jpg
https://m.media-amazon.com/images/I/618D0lmfR-L.jpg,depth,3.93 inch,images/train/618D0lmfR-L.jpg
https://m.media-amazon.com/images/I/71Vcqs1zcoL.jpg,item_weight,18.0 ounce,images/train/71Vcqs1zcoL.jpg
https://m.media-amazon.com/images/I/61Pgwc-m1ML.jpg,item_weight,25.5 gram,images/train/61Pgwc-m1ML.jpg
https://m.media-amazon.com/images/I/61oDsYB3FiL.jpg,item_weight,142 gram,images/train/61oDsYB3FiL.jpg
https://m.media-amazon.com/images/I/51xMSna9siL.jpg,depth,8.0 centimetre,images/train/51xMSna9siL.jpg
https://m.media-amazon.com/images/I/51U6g6DQQYL.jpg,width,2.04 inch,images/train/51U6g6DQQYL.jpg
https://m.media-amazon.com/images/I/51vVJuM32UL.jpg,height,72.5 centimetre,images/train/51vVJuM32UL.jpg
https://m.media-amazon.com/images/I/71peIEAO6LL.jpg,item_volume,100.0 millilitre,images/train/71peIEAO6LL.jpg
https://m.media-amazon.com/images/I/51StJf0XyvL.jpg,depth,49.0 inch,images/train/51StJf0XyvL.jpg
https://m.media-amazon.com/images/I/61zFgbNUH4S.jpg,wattage,463.0 watt,images/train/61zFgbNUH4S.jpg
https://m.media-amazon.com/images/I/413tbzVin3L.jpg,height,1800.0 millimetre,images/train/413tbzVin3L.jpg
https://m.media-amazon.com/images/I/61EsME0jSZL.jpg,width,16.0 inch,images/train/61EsME0jSZL.jpg
https://m.media-amazon.com/images/I/61cUFRQ8BGL.jpg,item_weight,8.6 gram,images/train/61cUFRQ8BGL.jpg
https://m.media-amazon.com/images/I/71PFv3t0DPL.jpg,item_weight,5.07 pound,images/train/71PFv3t0DPL.jpg
https://m.media-amazon.com/images/I/612atA66-VL.jpg,depth,11.0 inch,images/train/612atA66-VL.jpg
https://m.media-amazon.com/images/I/81JICgaq91L.jpg,item_volume,16.0 fluid ounce,images/train/81JICgaq91L.jpg
https://m.media-amazon.com/images/I/51DCAm7oszL.jpg,width,18.0 centimetre,images/train/51DCAm7oszL.jpg
https://m.media-amazon.com/images/I/617Gk12VlQL.jpg,height,2.0 centimetre,images/train/617Gk12VlQL.jpg
https://m.media-amazon.com/images/I/51bRLXjE3zL.jpg,item_weight,40.0 gram,images/train/51bRLXjE3zL.jpg
https://m.media-amazon.com/images/I/61A-hBuZelL.jpg,width,6.5 inch,images/train/61A-hBuZelL.jpg
https://m.media-amazon.com/images/I/71t2zhGviuL.jpg,item_weight,150.0 gram,images/train/71t2zhGviuL.jpg
https://m.media-amazon.com/images/I/617su42TIBL.jpg,width,67.0 centimetre,images/train/617su42TIBL.jpg
https://m.media-amazon.com/images/I/61PnyYfNY7L.jpg,item_weight,0.6 kilogram,images/train/61PnyYfNY7L.jpg
https://m.media-amazon.com/images/I/817RmvL+ABL.jpg,item_weight,100.0 gram,images/train/817RmvL+ABL.jpg
https://m.media-amazon.com/images/I/61Aer3a3GlL.jpg,item_weight,150.0 gram,images/train/61Aer3a3GlL.jpg
https://m.media-amazon.com/images/I/618ctIhxAVL.jpg,width,24.0 inch,images/train/618ctIhxAVL.jpg
https://m.media-amazon.com/images/I/61Fg81SsTtL.jpg,depth,15.2 centimetre,images/train/61Fg81SsTtL.jpg
https://m.media-amazon.com/images/I/519PmihZ0CL.jpg,width,4.6 centimetre,images/train/519PmihZ0CL.jpg
https://m.media-amazon.com/images/I/619LJ4euDgL.jpg,depth,27.0 centimetre,images/train/619LJ4euDgL.jpg
https://m.media-amazon.com/images/I/61FBP7gFjWL.jpg,height,52.0 millimetre,images/train/61FBP7gFjWL.jpg
https://m.media-amazon.com/images/I/51x3nN0I0xS.jpg,depth,2.5 centimetre,images/train/51x3nN0I0xS.jpg
https://m.media-amazon.com/images/I/71R0coza1eL.jpg,item_weight,99.0 pound,images/train/71R0coza1eL.jpg
https://m.media-amazon.com/images/I/617NlSIg6MS.jpg,width,62.0 inch,images/train/617NlSIg6MS.jpg
https://m.media-amazon.com/images/I/51nvdL-TbFL.jpg,height,96.0 millimetre,images/train/51nvdL-TbFL.jpg
https://m.media-amazon.com/images/I/61DkLUAOd2L.jpg,depth,300.0 millimetre,images/train/61DkLUAOd2L.jpg
https://m.media-amazon.com/images/I/51T+wMH58gL.jpg,item_weight,20.0 gram,images/train/51T+wMH58gL.jpg
https://m.media-amazon.com/images/I/415e66vUeXL.jpg,width,3.8 centimetre,images/train/415e66vUeXL.jpg
https://m.media-amazon.com/images/I/71SrqY3YwrL.jpg,item_weight,5300.0 pound,images/train/71SrqY3YwrL.jpg
https://m.media-amazon.com/images/I/610lMrWcFVL.jpg,width,61.0 centimetre,images/train/610lMrWcFVL.jpg
https://m.media-amazon.com/images/I/912qpR5E-7L.jpg,item_weight,30.0 pound,images/train/912qpR5E-7L.jpg
https://m.media-amazon.com/images/I/71cnTdas0BL.jpg,wattage,240.0 watt,images/train/71cnTdas0BL.jpg
https://m.media-amazon.com/images/I/31J0OubGLTL.jpg,width,90.0 centimetre,images/train/31J0OubGLTL.jpg
https://m.media-amazon.com/images/I/61CLMSS14rL.jpg,height,12.0 inch,images/train/61CLMSS14rL.jpg
https://m.media-amazon.com/images/I/41X2YngYalL.jpg,item_volume,1.05 ounce,images/train/41X2YngYalL.jpg
https://m.media-amazon.com/images/I/619V3+yHPYL.jpg,height,47.0 millimetre,images/train/619V3+yHPYL.jpg
https://m.media-amazon.com/images/I/71A9t19ib5L.jpg,item_weight,12.0 milligram,images/train/71A9t19ib5L.jpg
https://m.media-amazon.com/images/I/61r8jh4Z2BL.jpg,item_weight,0.1764 ounce,images/train/61r8jh4Z2BL.jpg
https://m.media-amazon.com/images/I/615UiWaBbFL.jpg,height,44.0 centimetre,images/train/615UiWaBbFL.jpg
https://m.media-amazon.com/images/I/61EosU5Q5lL.jpg,height,5.0 inch,images/train/61EosU5Q5lL.jpg
https://m.media-amazon.com/images/I/61bw6cW3FYL.jpg,item_weight,6.0 gram,images/train/61bw6cW3FYL.jpg
https://m.media-amazon.com/images/I/61ucrHiF3uL.jpg,item_volume,4.0 cubic inch,images/train/61ucrHiF3uL.jpg
https://m.media-amazon.com/images/I/4137voaR11S.jpg,height,5.0 centimetre,images/train/4137voaR11S.jpg
https://m.media-amazon.com/images/I/51Wa9+RIliL.jpg,width,50.0 millimetre,images/train/51Wa9+RIliL.jpg
https://m.media-amazon.com/images/I/617HE0fCBFL.jpg,item_weight,600.0 milligram,images/train/617HE0fCBFL.jpg
https://m.media-amazon.com/images/I/512bVKZdgxL.jpg,height,180.0 centimetre,images/train/512bVKZdgxL.jpg
https://m.media-amazon.com/images/I/819vTZlYAqL.jpg,item_weight,340.0 gram,images/train/819vTZlYAqL.jpg
https://m.media-amazon.com/images/I/61eGqQ5DyZL.jpg,item_weight,2.2 pound,images/train/61eGqQ5DyZL.jpg
https://m.media-amazon.com/images/I/61pjErR6WSL.jpg,item_weight,1914.0 gram,images/train/61pjErR6WSL.jpg
https://m.media-amazon.com/images/I/51B4fc9Ww6L.jpg,height,30.0 centimetre,images/train/51B4fc9Ww6L.jpg
https://m.media-amazon.com/images/I/619wI8LsY0L.jpg,item_weight,1.0 kilogram,images/train/619wI8LsY0L.jpg
https://m.media-amazon.com/images/I/61+MK6Xc96L.jpg,height,46.0 centimetre,images/train/61+MK6Xc96L.jpg
https://m.media-amazon.com/images/I/61EKgo4v7kL.jpg,item_weight,1.0 pound,images/train/61EKgo4v7kL.jpg
https://m.media-amazon.com/images/I/41ehFf54q3L.jpg,width,24.0 centimetre,images/train/41ehFf54q3L.jpg
https://m.media-amazon.com/images/I/61BwcvtZs8L.jpg,depth,17.9 centimetre,images/train/61BwcvtZs8L.jpg
https://m.media-amazon.com/images/I/71bmLniEvWL.jpg,item_weight,300.0 gram,images/train/71bmLniEvWL.jpg
https://m.media-amazon.com/images/I/510PbRiidOL.jpg,item_weight,30.0 gram,images/train/510PbRiidOL.jpg
https://m.media-amazon.com/images/I/517Spz6IlBL.jpg,depth,6.0 inch,images/train/517Spz6IlBL.jpg
https://m.media-amazon.com/images/I/51Fh+tUIyML.jpg,depth,12.59 inch,images/train/51Fh+tUIyML.jpg
https://m.media-amazon.com/images/I/51Mk2nnIYrL.jpg,height,17.7 inch,images/train/51Mk2nnIYrL.jpg
https://m.media-amazon.com/images/I/619UToJzlTL.jpg,height,6.5 inch,images/train/619UToJzlTL.jpg
https://m.media-amazon.com/images/I/618lTe8hUGL.jpg,depth,23.0 inch,images/train/618lTe8hUGL.jpg
https://m.media-amazon.com/images/I/51r+toJV6xL.jpg,depth,19.7 inch,images/train/51r+toJV6xL.jpg
https://m.media-amazon.com/images/I/61A-O0j846L.jpg,depth,9.0 centimetre,images/train/61A-O0j846L.jpg
https://m.media-amazon.com/images/I/81mF7azrRxL.jpg,item_weight,2.0 ton,images/train/81mF7azrRxL.jpg
https://m.media-amazon.com/images/I/919LHDzzJoL.jpg,item_weight,400 gram,images/train/919LHDzzJoL.jpg
https://m.media-amazon.com/images/I/61-QmmdEisL.jpg,voltage,230.0 volt,images/train/61-QmmdEisL.jpg
https://m.media-amazon.com/images/I/61rTn-ymlLL.jpg,item_weight,70 gram,images/train/61rTn-ymlLL.jpg
https://m.media-amazon.com/images/I/61wDa739bpL.jpg,item_weight,202.0 gram,images/train/61wDa739bpL.jpg
https://m.media-amazon.com/images/I/51qhcUpdkUL.jpg,depth,50.0 centimetre,images/train/51qhcUpdkUL.jpg
https://m.media-amazon.com/images/I/6114QgPVXeL.jpg,height,10.0 inch,images/train/6114QgPVXeL.jpg
https://m.media-amazon.com/images/I/619-qFPFaHL.jpg,depth,13.0 inch,images/train/619-qFPFaHL.jpg
https://m.media-amazon.com/images/I/51spymWQoeS.jpg,width,16.0 centimetre,images/train/51spymWQoeS.jpg
https://m.media-amazon.com/images/I/618ev4MpLrL.jpg,depth,25.0 centimetre,images/train/618ev4MpLrL.jpg
https://m.media-amazon.com/images/I/51hJsIRXKfL.jpg,item_weight,200.0 milligram,images/train/51hJsIRXKfL.jpg
https://m.media-amazon.com/images/I/91fTqQcIzQL.jpg,item_weight,50.0 gram,images/train/91fTqQcIzQL.jpg
https://m.media-amazon.com/images/I/51hzqRUx47L.jpg,height,10.3 centimetre,images/train/51hzqRUx47L.jpg
https://m.media-amazon.com/images/I/613QMIJijAL.jpg,depth,10.0 inch,images/train/613QMIJijAL.jpg
https://m.media-amazon.com/images/I/51Jvn2iq0DL.jpg,depth,17.0 centimetre,images/train/51Jvn2iq0DL.jpg
https://m.media-amazon.com/images/I/91EJ95XanHL.jpg,item_weight,3.0 gram,images/train/91EJ95XanHL.jpg
https://m.media-amazon.com/images/I/51dy6FHydrL.jpg,height,6.5 inch,images/train/51dy6FHydrL.jpg
https://m.media-amazon.com/images/I/61+7-7-mbKL.jpg,depth,60.0 centimetre,images/train/61+7-7-mbKL.jpg
https://m.media-amazon.com/images/I/613M7SVMz0L.jpg,depth,25.0 millimetre,images/train/613M7SVMz0L.jpg
https://m.media-amazon.com/images/I/51BU8thnGvL.jpg,depth,12.0 centimetre,images/train/51BU8thnGvL.jpg
https://m.media-amazon.com/images/I/71NOq3VrxhS.jpg,wattage,1.75 kilowatt,images/train/71NOq3VrxhS.jpg
https://m.media-amazon.com/images/I/81DPu7GedYL.jpg,item_weight,550.0 gram,images/train/81DPu7GedYL.jpg
https://m.media-amazon.com/images/I/61FKnvmZ4YL.jpg,item_weight,810.0 gram,images/train/61FKnvmZ4YL.jpg
https://m.media-amazon.com/images/I/81LsB1Vx3iL.jpg,item_volume,"[100.0, 250.0] millilitre",images/train/81LsB1Vx3iL.jpg
https://m.media-amazon.com/images/I/71fn1Ro3GaL.jpg,maximum_weight_recommendation,59.5 pound,images/train/71fn1Ro3GaL.jpg
https://m.media-amazon.com/images/I/71Qp2fCFNqL.jpg,item_weight,25.0 gram,images/train/71Qp2fCFNqL.jpg
https://m.media-amazon.com/images/I/51WzjWruxxL.jpg,depth,150.0 centimetre,images/train/51WzjWruxxL.jpg
https://m.media-amazon.com/images/I/51jsoWs6HxL.jpg,height,112.0 centimetre,images/train/51jsoWs6HxL.jpg
https://m.media-amazon.com/images/I/51raeCKZYdS.jpg,depth,7.5 centimetre,images/train/51raeCKZYdS.jpg
https://m.media-amazon.com/images/I/71KwQrRuULL.jpg,item_weight,0.0 microgram,images/train/71KwQrRuULL.jpg
https://m.media-amazon.com/images/I/51XOAW6O+RL.jpg,width,10.5 centimetre,images/train/51XOAW6O+RL.jpg
https://m.media-amazon.com/images/I/51vlg8kmqPL.jpg,width,2.5 centimetre,images/train/51vlg8kmqPL.jpg
https://m.media-amazon.com/images/I/512tSo5y9NL.jpg,depth,510.0 millimetre,images/train/512tSo5y9NL.jpg
https://m.media-amazon.com/images/I/61AKUjYy+HS.jpg,item_weight,32.0 gram,images/train/61AKUjYy+HS.jpg
https://m.media-amazon.com/images/I/71ze066ZeRL.jpg,item_weight,133 gram,images/train/71ze066ZeRL.jpg
https://m.media-amazon.com/images/I/61AGc9Or1KL.jpg,depth,15.0 inch,images/train/61AGc9Or1KL.jpg
https://m.media-amazon.com/images/I/51BmbeyPUYL.jpg,height,30.0 centimetre,images/train/51BmbeyPUYL.jpg
https://m.media-amazon.com/images/I/61YnCrvYJsL.jpg,item_weight,110.0 pound,images/train/61YnCrvYJsL.jpg
https://m.media-amazon.com/images/I/61Ch5-By+kL.jpg,height,1.9 inch,images/train/61Ch5-By+kL.jpg
https://m.media-amazon.com/images/I/41b2FOnq1+S.jpg,item_weight,100 gram,images/train/41b2FOnq1+S.jpg
https://m.media-amazon.com/images/I/71tBzaqq3sL.jpg,item_volume,200.0 millilitre,images/train/71tBzaqq3sL.jpg
https://m.media-amazon.com/images/I/6146MgKKFdL.jpg,depth,7.0 inch,images/train/6146MgKKFdL.jpg
https://m.media-amazon.com/images/I/61Be3pDLLWL.jpg,height,67.0 inch,images/train/61Be3pDLLWL.jpg
https://m.media-amazon.com/images/I/61Fw-KndHbL.jpg,depth,81.3 centimetre,images/train/61Fw-KndHbL.jpg
https://m.media-amazon.com/images/I/61A9uwvWhxL.jpg,depth,30.0 inch,images/train/61A9uwvWhxL.jpg
https://m.media-amazon.com/images/I/81tqB2Hbg-L.jpg,item_weight,250.0 gram,images/train/81tqB2Hbg-L.jpg
https://m.media-amazon.com/images/I/51NwQRJ+iAL.jpg,depth,6.5 centimetre,images/train/51NwQRJ+iAL.jpg
https://m.media-amazon.com/images/I/61W8tfqrKmL.jpg,wattage,40.0 watt,images/train/61W8tfqrKmL.jpg
https://m.media-amazon.com/images/I/81ibK8AVl7L.jpg,item_weight,0.28 ounce,images/train/81ibK8AVl7L.jpg
https://m.media-amazon.com/images/I/61+T2rQGJaL.jpg,height,1.17 inch,images/train/61+T2rQGJaL.jpg
https://m.media-amazon.com/images/I/51ABYXVv5IL.jpg,depth,51.0 centimetre,images/train/51ABYXVv5IL.jpg
https://m.media-amazon.com/images/I/51TV58PMdNL.jpg,item_weight,1000.0 milligram,images/train/51TV58PMdNL.jpg
https://m.media-amazon.com/images/I/617MHs9C7iL.jpg,width,1.95 inch,images/train/617MHs9C7iL.jpg
https://m.media-amazon.com/images/I/61BxlRj8wCL.jpg,width,40.0 inch,images/train/61BxlRj8wCL.jpg
https://m.media-amazon.com/images/I/81RTpoQFe8L.jpg,item_weight,200.0 gram,images/train/81RTpoQFe8L.jpg
https://m.media-amazon.com/images/I/71PtodSCSQL.jpg,item_weight,3.29 kilogram,images/train/71PtodSCSQL.jpg
https://m.media-amazon.com/images/I/41wcFftNnxS.jpg,depth,10.0 metre,images/train/41wcFftNnxS.jpg
https://m.media-amazon.com/images/I/61+NIOhxceL.jpg,depth,2.05 inch,images/train/61+NIOhxceL.jpg
https://m.media-amazon.com/images/I/51HwnisTwbL.jpg,width,58.0 millimetre,images/train/51HwnisTwbL.jpg
https://m.media-amazon.com/images/I/51HLq5dQ+eL.jpg,depth,19.0 centimetre,images/train/51HLq5dQ+eL.jpg
https://m.media-amazon.com/images/I/51hukkCxyBL.jpg,width,10.5 centimetre,images/train/51hukkCxyBL.jpg
https://m.media-amazon.com/images/I/51uqxp3xHgL.jpg,width,18.0 centimetre,images/train/51uqxp3xHgL.jpg
https://m.media-amazon.com/images/I/71A67nrZsjL.jpg,item_volume,1.41 fluid ounce,images/train/71A67nrZsjL.jpg
https://m.media-amazon.com/images/I/61qUI72OafL.jpg,item_weight,0.251 kilogram,images/train/61qUI72OafL.jpg
https://m.media-amazon.com/images/I/51E4BqGpmWL.jpg,height,120.0 centimetre,images/train/51E4BqGpmWL.jpg
https://m.media-amazon.com/images/I/71004ZatsWL.jpg,item_weight,177.0 gram,images/train/71004ZatsWL.jpg
https://m.media-amazon.com/images/I/611F14JNtEL.jpg,depth,2.0 metre,images/train/611F14JNtEL.jpg
https://m.media-amazon.com/images/I/51n4N6d7bAL.jpg,height,25.0 centimetre,images/train/51n4N6d7bAL.jpg
https://m.media-amazon.com/images/I/61dVLPBDKAL.jpg,item_weight,10000 microgram,images/train/61dVLPBDKAL.jpg
https://m.media-amazon.com/images/I/71q+VPl1Z1L.jpg,voltage,230.0 volt,images/train/71q+VPl1Z1L.jpg
https://m.media-amazon.com/images/I/51pjhZjGuQL.jpg,height,29.0 inch,images/train/51pjhZjGuQL.jpg
https://m.media-amazon.com/images/I/71A1owl856L.jpg,item_volume,2.03 fluid ounce,images/train/71A1owl856L.jpg
https://m.media-amazon.com/images/I/41dpWTyEQqL.jpg,width,12.0 millimetre,images/train/41dpWTyEQqL.jpg
https://m.media-amazon.com/images/I/61-jDuFknML.jpg,item_volume,1.0 fluid ounce,images/train/61-jDuFknML.jpg
https://m.media-amazon.com/images/I/61dpo5pu3ZL.jpg,item_volume,200.0 millilitre,images/train/61dpo5pu3ZL.jpg
https://m.media-amazon.com/images/I/61iO1l63q+L.jpg,voltage,"[100.0, 130.0] volt",images/train/61iO1l63q+L.jpg
https://m.media-amazon.com/images/I/712ZkfqWKAL.jpg,item_weight,125.0 gram,images/train/712ZkfqWKAL.jpg
https://m.media-amazon.com/images/I/513GShoFEML.jpg,height,180.0 centimetre,images/train/513GShoFEML.jpg
https://m.media-amazon.com/images/I/51fInWazA3L.jpg,width,65.0 centimetre,images/train/51fInWazA3L.jpg
https://m.media-amazon.com/images/I/51H8gzWc9JL.jpg,depth,11.0 centimetre,images/train/51H8gzWc9JL.jpg
https://m.media-amazon.com/images/I/41A6az+yejL.jpg,width,0.59 inch,images/train/41A6az+yejL.jpg
https://m.media-amazon.com/images/I/61-40Mb1D8L.jpg,item_weight,100 gram,images/train/61-40Mb1D8L.jpg
https://m.media-amazon.com/images/I/614NSFnbXCL.jpg,width,12.0 inch,images/train/614NSFnbXCL.jpg
https://m.media-amazon.com/images/I/616SOwM1SBL.jpg,height,20.0 inch,images/train/616SOwM1SBL.jpg
https://m.media-amazon.com/images/I/71SlGZTlAPL.jpg,item_weight,4.0 gram,images/train/71SlGZTlAPL.jpg
https://m.media-amazon.com/images/I/71d9x0UY3YL.jpg,item_weight,0.2 kilogram,images/train/71d9x0UY3YL.jpg
https://m.media-amazon.com/images/I/818VrlGikfL.jpg,item_weight,1.1 kilogram,images/train/818VrlGikfL.jpg
https://m.media-amazon.com/images/I/71jJchNTASL.jpg,item_weight,209.0 gram,images/train/71jJchNTASL.jpg
https://m.media-amazon.com/images/I/51a0blU6wZL.jpg,height,22.0 centimetre,images/train/51a0blU6wZL.jpg
https://m.media-amazon.com/images/I/51R3EFCjumL.jpg,width,3.0 centimetre,images/train/51R3EFCjumL.jpg
https://m.media-amazon.com/images/I/61MlQO3L2HL.jpg,item_weight,3.7 gram,images/train/61MlQO3L2HL.jpg
https://m.media-amazon.com/images/I/71jBlDTreRL.jpg,maximum_weight_recommendation,1.0 ton,images/train/71jBlDTreRL.jpg
https://m.media-amazon.com/images/I/51Fw+m43w6L.jpg,width,22.5 centimetre,images/train/51Fw+m43w6L.jpg
https://m.media-amazon.com/images/I/81d9wZL4ChL.jpg,item_weight,125.0 milligram,images/train/81d9wZL4ChL.jpg
https://m.media-amazon.com/images/I/516zyrrTN+L.jpg,height,40.0 millimetre,images/train/516zyrrTN+L.jpg
https://m.media-amazon.com/images/I/613TkqGcyuL.jpg,height,5.4 inch,images/train/613TkqGcyuL.jpg
https://m.media-amazon.com/images/I/517qUbQUkKL.jpg,depth,38.0 millimetre,images/train/517qUbQUkKL.jpg
https://m.media-amazon.com/images/I/51A44jELZqL.jpg,width,100.0 millimetre,images/train/51A44jELZqL.jpg
